latitude,longitude,distances,ind,fotograma,section,classes,ind2,scores,boxes,class_id,area,center,height,width,total_area,fail_id_section,class_id_readable
,,,262,741,,Desenfoque de linea blanca,310,0.41411805152893066,"[0.5175286531448364, 0.6089959740638733, 0.7010248303413391, 0.9143026471138]",D44,12907.608739717034,"(487.45555877685547, 219.3396270275116)",109.91040229797363,117.43755340576172,230400,94,Desenfoque de linea blanca
,,,263,742,,Grieta Vertical,312,0.42839938402175903,"[0.3722310960292816, 0.7276113033294678, 0.43069571256637573, 0.924302339553833]",D00,2649.476968506133,"(528.6123657226562, 144.52682554721832)",70.80877304077148,37.417354583740234,230400,219,Grieta Vertical
,,,263,742,,Desenfoque de linea blanca,311,0.4622650742530823,"[0.5188323259353638, 0.6093221306800842, 0.6973162889480591, 0.9104020595550537]",D44,12381.221120068221,"(486.31174087524414, 218.9067506790161)",108.38877439498901,114.229736328125,230400,94,Desenfoque de linea blanca
,,,264,743,,Piel de cocodrilo,313,0.4798605740070343,"[0.3129202425479889, 0.6397476196289062, 0.44210726022720337, 0.9346879720687866]",D20,8778.807826551838,"(503.8193893432617, 135.9049504995346)",106.17852687835693,82.67969131469727,230400,17,Piel de cocodrilo
,,,265,744,,Piel de cocodrilo,314,0.42520561814308167,"[0.271280437707901, 0.6609532833099365, 0.5567138195037842, 0.9232193231582642]",D20,17247.624810421712,"(506.9352340698242, 149.03896629810333)",94.41577434539795,182.67736434936523,230400,17,Piel de cocodrilo
,,,265,744,,Desenfoque de linea blanca,315,0.3262118995189667,"[0.5417834520339966, 0.6559847593307495, 0.6964499354362488, 0.9162216782569885]",D44,9273.583665045135,"(503.1060600280762, 222.88200974464417)",93.68529081344604,98.9865493774414,230400,95,Desenfoque de linea blanca
,,,266,745,,Piel de cocodrilo,316,0.6006758809089661,"[0.33190029859542847, 0.6687528491020203, 0.5464421510696411, 0.9397557377815247]",D20,13395.792790232917,"(514.7227478027344, 158.10164093971252)",97.56103992462158,137.3067855834961,230400,17,Piel de cocodrilo
,,,267,749,,Piel de cocodrilo,317,0.2728588879108429,"[0.23097963631153107, 0.6220645308494568, 0.38599634170532227, 0.9373281002044678]",D20,11259.906013924025,"(499.00564193725586, 111.0556760430336)",113.49488496780396,99.21069145202637,230400,18,Piel de cocodrilo
,,,268,750,,Piel de cocodrilo,318,0.29471370577812195,"[0.22697849571704865, 0.6304922699928284, 0.449085533618927, 0.937021017074585]",D20,15686.13704742213,"(501.60425186157227, 121.69152528047562)",110.35034894943237,142.14850425720215,230400,18,Piel de cocodrilo
,,,269,752,,Grieta Vertical,319,0.3335265517234802,"[0.18707208335399628, 0.6492082476615906, 0.3521265387535095, 0.9313164353370667]",D00,10728.164339831665,"(505.7678985595703, 97.05575197935104)",101.55894756317139,105.63485145568848,230400,220,Grieta Vertical
,,,270,754,,Grieta Vertical,320,0.20552173256874084,"[0.4347156584262848, 0.5821573734283447, 0.5572057962417603, 0.8361636400222778]",D00,7168.495703290046,"(453.8627243041992, 178.5458618402481)",91.44225597381592,78.3936882019043,230400,221,Grieta Vertical
,,,271,756,,Grieta Vertical,321,0.43635228276252747,"[0.585741400718689, 0.7521177530288696, 0.7258050441741943, 0.8962200880050659]",D00,4650.277954685589,"(527.4681091308594, 236.078360080719)",51.876840591430664,89.64073181152344,230400,222,Grieta Vertical
,,,272,757,,Grieta Vertical,322,0.3125359117984772,"[0.44107645750045776, 0.5942447185516357, 0.5658319592475891, 0.9268003702163696]",D00,9558.869110796877,"(486.7344284057617, 181.24351501464844)",119.7200345993042,79.84352111816406,230400,222,Grieta Vertical
,,,273,758,,Grieta Vertical,323,0.24721933901309967,"[0.44827014207839966, 0.6132850050926208, 0.5765014886856079, 0.9407650232315063]",D00,9675.234135452683,"(497.2960090637207, 184.45889353752136)",117.89280652999878,82.06806182861328,230400,222,Grieta Vertical
,,,274,760,,Grieta Vertical,324,0.256325900554657,"[0.5134766101837158, 0.6246627569198608, 0.5817792415618896, 0.7470521926879883]",D00,1926.0335268525523,"(438.9487838745117, 197.14605331420898)",44.06019687652588,43.71368408203125,230400,223,Grieta Vertical
,,,275,762,,Grieta Vertical,325,0.3010839819908142,"[0.31347450613975525, 0.6802406907081604, 0.38836854696273804, 0.9254429936408997]",D00,4231.109672233106,"(513.8187789916992, 126.33174955844879)",88.27282905578613,47.932186126708984,230400,224,Grieta Vertical
,,,275,762,,Grieta Vertical,326,0.2566663920879364,"[0.6196697950363159, 0.8264852166175842, 0.6706490516662598, 0.9148664474487305]",D00,1038.0924167757257,"(557.2325325012207, 232.25739240646362)",31.817243099212646,32.62672424316406,230400,224,Grieta Vertical
,,,276,763,,Grieta Vertical,327,0.26494020223617554,"[0.43778759241104126, 0.5793842077255249, 0.4774148464202881, 0.7272830605506897]",D00,1350.3341741366057,"(418.1335258483887, 164.73643898963928)",53.243587017059326,25.36144256591797,230400,224,Grieta Vertical
,,,277,764,,Grieta Vertical,328,0.343305766582489,"[0.44173502922058105, 0.5982859134674072, 0.49978795647621155, 0.8833848834037781]",D00,3813.3111772503526,"(474.1346549987793, 169.47413742542267)",102.6356291770935,37.153873443603516,230400,224,Grieta Vertical
,,,278,765,,Grieta Vertical,329,0.2368679940700531,"[0.4436798095703125, 0.6187970042228699, 0.5106126666069031, 0.9407787919044495]",D00,4965.387485939027,"(499.0642547607422, 171.7726457118988)",115.91344356536865,42.83702850341797,230400,224,Grieta Vertical
,,,279,766,,Grieta Vertical,330,0.22872182726860046,"[0.4483942985534668, 0.6856796145439148, 0.5127493143081665, 0.9344590902328491]",D00,3688.751710634642,"(518.4443855285645, 173.005850315094)",89.56061124801636,41.18721008300781,230400,224,Grieta Vertical
,,,280,768,,Grieta Vertical,331,0.22465772926807404,"[0.1702730506658554, 0.623182475566864, 0.2974417209625244, 0.7883697748184204]",D00,4839.931974693513,"(451.696720123291, 84.18865889310837)",59.4674277305603,81.38794898986816,230400,225,Grieta Vertical
,,,281,770,,Grieta Vertical,332,0.31184661388397217,"[0.3104174733161926, 0.5454670190811157, 0.40820688009262085, 0.7988983392715454]",D00,5709.979805181501,"(430.19691467285156, 129.35238361358643)",91.23527526855469,62.58522033691406,230400,226,Grieta Vertical
,,,282,771,,Grieta Vertical,333,0.350848525762558,"[0.24021801352500916, 0.539229691028595, 0.4138564467430115, 0.9413534998893738]",D00,16087.483729207543,"(473.78662109375, 117.73340284824371)",144.76457118988037,111.12859725952148,230400,226,Grieta Vertical
,,,283,772,,Grieta Vertical,334,0.32562825083732605,"[0.19691428542137146, 0.5624684691429138, 0.41014012694358826, 0.931262195110321]",D00,18117.815631555277,"(477.99381256103516, 109.26979422569275)",132.7657413482666,136.46453857421875,230400,226,Grieta Vertical
,,,284,773,,Grieta Vertical,335,0.24437494575977325,"[0.22640982270240784, 0.6043935418128967, 0.4202188551425934, 0.8602425456047058]",D00,11424.579350555723,"(468.6835479736328, 116.39316201210022)",92.10564136505127,124.03778076171875,230400,226,Grieta Vertical
,,,285,775,,Grieta Vertical,336,0.3224133551120758,"[0.5793255567550659, 0.6630224585533142, 0.7601893544197083, 0.8850783705711365]",D00,9253.296124745248,"(495.3922653198242, 241.11268401145935)",79.94012832641602,115.7528305053711,230400,227,Grieta Vertical
,,,285,775,,Grieta Vertical,337,0.2762390375137329,"[0.26791563630104065, 0.5893270969390869, 0.37365609407424927, 0.8368071913719177]",D00,6029.258912659452,"(456.3629722595215, 115.48291146755219)",89.09283399581909,67.67389297485352,230400,227,Grieta Vertical
,,,286,776,,Grieta Vertical,338,0.5681105852127075,"[0.5953192114830017, 0.6822075843811035, 0.752640962600708, 0.883563220500946]",D00,7298.523941021176,"(501.04665756225586, 242.63283133506775)",72.48802900314331,100.68592071533203,230400,227,Grieta Vertical
,,,286,776,,Grieta Vertical,339,0.47865572571754456,"[0.21166996657848358, 0.6140856146812439, 0.35377374291419983, 0.9352239966392517]",D00,10514.298655313178,"(495.7790756225586, 101.77986770868301)",115.60981750488281,90.9464168548584,230400,227,Grieta Vertical
,,,287,777,,Grieta Vertical,340,0.586933434009552,"[0.21409659087657928, 0.6861013770103455, 0.31402868032455444, 0.9377123713493347]",D00,5793.180455203856,"(519.6203994750977, 95.06254881620407)",90.57995796203613,63.9565372467041,230400,227,Grieta Vertical
,,,287,777,,Grieta Vertical,341,0.5731654167175293,"[0.6560931205749512, 0.7393398880958557, 0.7600909471511841, 0.8972695469856262]",D00,3784.1682300968387,"(523.7150192260742, 254.91313219070435)",56.85467720031738,66.55860900878906,230400,227,Grieta Vertical
,,,288,778,,Grieta Vertical,342,0.44414958357810974,"[0.19266735017299652, 0.6651628613471985, 0.2765875458717346, 0.9395318031311035]",D00,5304.981954392292,"(513.5022926330566, 84.4658812880516)",98.77281904220581,53.70892524719238,230400,227,Grieta Vertical
,,,288,778,,Grieta Vertical,343,0.21035252511501312,"[0.5946930646896362, 0.6090877056121826, 0.7026985287666321, 0.7186646461486816]",D00,2726.7628757257626,"(424.88075256347656, 233.5304868221283)",39.44769859313965,69.12349700927734,230400,227,Grieta Vertical
,,,289,782,,Grieta Vertical,344,0.2908330261707306,"[0.4302492141723633, 0.5336818099021912, 0.4801778793334961, 0.8380849957466125]",D00,3501.721668097889,"(438.9653778076172, 163.8768768310547)",109.5851469039917,31.954345703125,230400,228,Grieta Vertical
,,,290,784,,Grieta Vertical,345,0.2869718074798584,"[0.43274298310279846, 0.5665539503097534, 0.48691320419311523, 0.945521354675293]",D00,4729.823557748296,"(483.86409759521484, 165.53811371326447)",136.42826557159424,34.668941497802734,230400,229,Grieta Vertical
,,,291,785,,Grieta Vertical,346,0.3138664960861206,"[0.42265915870666504, 0.5615403652191162, 0.4902791380882263, 0.9526709914207458]",D00,6093.675620179511,"(484.54763412475586, 164.32889342308044)",140.80702543258667,43.27678680419922,230400,229,Grieta Vertical
,,,292,786,,Grieta Vertical,347,0.2854404151439667,"[0.40255603194236755, 0.6055562496185303, 0.45674341917037964, 0.9425534009933472]",D00,4207.333279399882,"(495.3950881958008, 154.6739012002945)",121.31897449493408,34.679927825927734,230400,229,Grieta Vertical
,,,293,787,,Grieta Vertical,348,0.43433359265327454,"[0.36012619733810425, 0.6652441024780273, 0.4163438677787781, 0.941227376461029]",D00,3574.6875057979196,"(514.070873260498, 139.76461172103882)",99.35397863388062,35.97930908203125,230400,229,Grieta Vertical
,,,294,788,,Grieta Vertical,349,0.29827404022216797,"[0.3061564862728119, 0.7194974422454834, 0.3753230571746826, 0.9471865296363831]",D00,3628.4482728817693,"(533.3388710021973, 122.66631782054901)",81.96807146072388,44.266605377197266,230400,229,Grieta Vertical
,,,295,790,,Grieta Vertical,350,0.5570493340492249,"[0.16755226254463196, 0.6353236436843872, 0.30120283365249634, 0.8524852395057678]",D00,6687.076908492918,"(476.0988426208496, 84.3759173154831)",78.17817449569702,85.5363655090332,230400,230,Grieta Vertical
,,,296,791,,Grieta Vertical,351,0.39008453488349915,"[0.16916050016880035, 0.608719527721405, 0.23938384652137756, 0.7111591100692749]",D00,1657.4170225369699,"(422.3611640930176, 73.53798240423203)",36.878249645233154,44.942941665649414,230400,230,Grieta Vertical
,,,296,791,,Grieta Vertical,352,0.3777369558811188,"[0.12375156581401825, 0.7129267454147339, 0.2499314248561859, 0.8866958618164062]",D00,5051.787866137738,"(511.87923431396484, 67.26293832063675)",62.55688190460205,80.7551097869873,230400,230,Grieta Vertical
,,,296,791,,Grieta Vertical,353,0.21684008836746216,"[0.5932005047798157, 0.7290446162223816, 0.7274599075317383, 0.87883061170578]",D00,4633.385078984429,"(514.5200729370117, 237.7188742160797)",53.92295837402344,85.92601776123047,230400,230,Grieta Vertical
,,,297,792,,Grieta Vertical,354,0.4214059114456177,"[0.5248425602912903, 0.6429056525230408, 0.6332980394363403, 0.8197511434555054]",D00,4419.040309337561,"(468.05017471313477, 208.4653079509735)",63.664376735687256,69.41150665283203,230400,230,Grieta Vertical
,,,297,792,,Grieta Vertical,355,0.2745877206325531,"[0.09918244183063507, 0.7950939536094666, 0.22171005606651306, 0.9288247227668762]",D00,3775.2680666387732,"(551.6539764404297, 57.760649621486664)",48.14307689666748,78.41767311096191,230400,230,Grieta Vertical
,,,297,792,,Grieta Vertical,356,0.24740912020206451,"[0.08965978771448135, 0.6788886785507202, 0.1745571792125702, 0.7963618636131287]",D00,2297.8176728303765,"(472.08017349243164, 47.55905404686928)",42.29034662246704,54.334330558776855,230400,230,Grieta Vertical
,,,298,793,,Grieta Vertical,357,0.6387543082237244,"[0.593032717704773, 0.726044237613678, 0.731922447681427, 0.8964182734489441]",D00,5452.002162937242,"(519.1880035400391, 238.491929769516)",61.3346529006958,88.8894271850586,230400,230,Grieta Vertical
,,,298,793,,Grieta e Intervalo Lineal Transversal,358,0.21117301285266876,"[0.25453048944473267, 0.7130573987960815, 0.5959593057632446, 0.780816376209259]",D10,5330.273461202069,"(478.039608001709, 153.0881631374359)",24.393231868743896,218.51444244384766,230400,352,Grieta e Intervalo Lineal Transversal
,,,299,796,,Grieta Vertical,359,0.3126469850540161,"[0.3896271288394928, 0.5849563479423523, 0.4400497078895569, 0.7480763792991638]",D00,1895.0244884899803,"(426.57047271728516, 149.34183061122894)",58.72321128845215,32.270450592041016,230400,231,Grieta Vertical
,,,300,797,,Grieta Vertical,360,0.5268943309783936,"[0.3625853657722473, 0.5953026413917542, 0.44382238388061523, 0.9160274863243103]",D00,6003.009800199834,"(483.6256408691406, 145.15339493751526)",115.46094417572021,51.99169158935547,230400,231,Grieta Vertical
,,,300,797,,Grieta Vertical,361,0.33414074778556824,"[0.5777335166931152, 0.6543635725975037, 0.7455296516418457, 0.8836190700531006]",D00,8863.070143978985,"(492.15444564819336, 238.18737030029297)",82.53197908401489,107.3895263671875,230400,231,Grieta Vertical
,,,301,798,,Grieta Vertical,362,0.6391696333885193,"[0.3322910666465759, 0.6155710220336914, 0.43431544303894043, 0.9036084413528442]",D00,6770.727494485072,"(486.1374282836914, 137.98917174339294)",103.69347095489502,65.29560089111328,230400,231,Grieta Vertical
,,,301,798,,Grieta Vertical,363,0.40140044689178467,"[0.5927461385726929, 0.6924028396606445, 0.7489627599716187, 0.8920838832855225]",D00,7186.981937469682,"(507.03575134277344, 241.50760173797607)",71.88517570495605,99.9786376953125,230400,231,Grieta Vertical
,,,302,799,,Grieta Vertical,364,0.3317958116531372,"[0.34333571791648865, 0.6804739832878113, 0.4161960482597351, 0.9411307573318481]",D00,4375.650507967521,"(518.913516998291, 136.71571791172028)",93.83643865585327,46.630611419677734,230400,231,Grieta Vertical
,,,303,800,,Grieta Vertical,365,0.4078955352306366,"[0.17719529569149017, 0.6173401474952698, 0.2753233313560486, 0.7149168848991394]",D00,2206.0831260667783,"(426.32225036621094, 81.45335286855698)",35.127625465393066,62.80194282531738,230400,231,Grieta Vertical
,,,303,800,,Grieta Vertical,366,0.3315174877643585,"[0.33948659896850586, 0.743346631526947, 0.3895138204097748, 0.9443881511688232]",D00,2317.2592025118774,"(540.0751304626465, 131.22007548809052)",72.37494707107544,32.01742172241211,230400,231,Grieta Vertical
,,,303,800,,Grieta Vertical,367,0.23010745644569397,"[0.5146538615226746, 0.6118764281272888, 0.7975586652755737, 0.9039250612258911]",D00,19036.099868097608,"(485.0564765930176, 236.1982548236847)",105.13750791549683,181.05907440185547,230400,231,Grieta Vertical
,,,303,800,,Grieta Vertical,368,0.20704643428325653,"[0.4239880442619324, 0.7044055461883545, 0.4486985206604004, 0.7782396078109741]",D00,420.3590024744699,"(474.44644927978516, 157.0835816860199)",26.580262184143066,15.814704895019531,230400,231,Grieta Vertical
,,,304,801,,Grieta Vertical,369,0.5044779777526855,"[0.5093750953674316, 0.6292624473571777, 0.6734999418258667, 0.8936004638671875]",D00,9995.774140300637,"(487.3161315917969, 212.9175066947937)",95.16168594360352,105.03990173339844,230400,231,Grieta Vertical
,,,304,801,,Grieta Vertical,370,0.3492574095726013,"[0.4124787449836731, 0.8122572302818298, 0.44598618149757385, 0.930926501750946]",D00,916.140229609482,"(557.8187942504883, 154.52368676662445)",42.720937728881836,21.444759368896484,230400,231,Grieta Vertical
,,,305,802,,Grieta Vertical,371,0.4668453633785248,"[0.07272972911596298, 0.6560298800468445, 0.22766372561454773, 0.8049858808517456]",D00,5317.2514960473,"(467.5250434875488, 54.07082185149193)",53.624160289764404,99.15775775909424,230400,231,Grieta Vertical
,,,305,802,,Grieta Vertical,372,0.4108786880970001,"[0.1950492113828659, 0.7217170000076294, 0.26635587215423584, 0.8572371006011963]",D00,2226.467137703594,"(505.2653121948242, 83.05291503667831)",48.78723621368408,45.63626289367676,230400,231,Grieta Vertical
,,,305,802,,Grieta Vertical,373,0.2126636505126953,"[0.5133011937141418, 0.6527116894721985, 0.7016347050666809, 0.9232262372970581]",D00,11738.17835453956,"(504.3001365661621, 218.6884617805481)",97.38523721694946,120.533447265625,230400,231,Grieta Vertical
